STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,IND,Indicator,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_1,Density > Total,2021,,96.552,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_2,Density > Life,2018,,29.512,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_2,Density > Life,2019,,30.332,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_2,Density > Life,2021,,1.311,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_3,Density > Non-Life,2018,,70.707,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_3,Density > Non-Life,2019,,73.09,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,III_3,Density > Non-Life,2021,,95.241,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_1,Penetration > Total,2018,,1.586,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_1,Penetration > Total,2019,,1.652,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_1,Penetration > Total,2021,,1.615,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_2,Penetration > Life,2018,,0.467,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_2,Penetration > Life,2019,,0.484,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_2,Penetration > Life,2021,,0.022,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_3,Penetration > Non-Life,2018,,1.119,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_3,Penetration > Non-Life,2019,,1.167,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IV_3,Penetration > Non-Life,2021,,1.593,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,V,Life insurance share,2019,,29.141,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,V,Life insurance share,2021,,1.35,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VI,Direct total gross premiums/Number of employees of insurance companies,2021,,398713.035,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_1,Retention ratio > Total,2019,,67.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_1,Retention ratio > Total,2021,,67.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_2,Retention ratio > Life,2019,,99.048,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_2,Retention ratio > Life,2021,,89.552,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_3,Retention ratio > Non-Life,2019,,53.849,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VII_3,Retention ratio > Non-Life,2021,,66.793,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_1,Ratio of reinsurance accepted > Total,2019,,0.64,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_1,Ratio of reinsurance accepted > Total,2021,,0.553,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_2,Ratio of reinsurance accepted > Life,2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_2,Ratio of reinsurance accepted > Life,2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,0.903,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,VIII_3,Ratio of reinsurance accepted > Non-Life,2021,,0.56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ECU,Ecuador,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_1,Density > Total,2018,,53.957,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_1,Density > Total,2019,,55.497,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_1,Density > Total,2020,,56.493,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_1,Density > Total,2021,,62.065,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_1,Density > Total,2022,,68.745,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_2,Density > Life,2018,,11.263,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_2,Density > Life,2019,,11.997,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_2,Density > Life,2020,,12.273,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_2,Density > Life,2021,,14.586,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_2,Density > Life,2022,,16.876,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_3,Density > Non-Life,2018,,42.694,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_3,Density > Non-Life,2019,,43.501,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_3,Density > Non-Life,2020,,44.22,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_3,Density > Non-Life,2021,,47.479,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,GTM,Guatemala,III_3,Density > Non-Life,2022,,51.87,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_1,Density > Total,2018,,8801.012,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_1,Density > Total,2020,,10283.667,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_1,Density > Total,2021,,10201.312,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_1,Density > Total,2022,,9376.363,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_2,Density > Life,2018,,8146.812,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_2,Density > Life,2020,,9513.249,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_2,Density > Life,2021,,9399.819,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_2,Density > Life,2022,,8556.832,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_3,Density > Non-Life,2018,,654.201,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_3,Density > Non-Life,2020,,770.419,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_3,Density > Non-Life,2021,,801.493,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,HKG,"Hong Kong, China",III_3,Density > Non-Life,2022,,819.531,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_1,Total gross premiums > Total,2018,,1037.043,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_1,Total gross premiums > Total,2019,,1058.866,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_1,Total gross premiums > Total,2020,,1090.649,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_1,Total gross premiums > Total,2021,,1231.469,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_1,Total gross premiums > Total,2022,,1300.978,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_2,Total gross premiums > Life,2018,,293.278,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_2,Total gross premiums > Life,2019,,302.739,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_2,Total gross premiums > Life,2020,,332.071,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_2,Total gross premiums > Life,2021,,377.625,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_2,Total gross premiums > Life,2022,,357.879,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_3,Total gross premiums > Non-Life,2018,,743.765,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_3,Total gross premiums > Non-Life,2019,,756.127,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_3,Total gross premiums > Non-Life,2020,,758.578,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_3,Total gross premiums > Non-Life,2021,,853.844,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,I_3,Total gross premiums > Non-Life,2022,,943.1,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_1,Density > Total,2018,,370.108,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_1,Density > Total,2019,,378.979,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_1,Density > Total,2020,,390.214,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_1,Density > Total,2021,,439.442,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_1,Density > Total,2022,,461.569,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_2,Density > Life,2018,,104.667,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_2,Density > Life,2019,,108.353,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_2,Density > Life,2020,,118.809,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_2,Density > Life,2021,,134.818,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_2,Density > Life,2022,,127.042,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_3,Density > Non-Life,2018,,265.441,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_3,Density > Non-Life,2019,,270.625,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_3,Density > Non-Life,2020,,271.405,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_3,Density > Non-Life,2021,,304.624,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,III_3,Density > Non-Life,2022,,334.527,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_1,Penetration > Total,2018,,1.929,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_1,Penetration > Total,2019,,1.934,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_1,Penetration > Total,2020,,1.916,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_1,Penetration > Total,2021,,1.853,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_1,Penetration > Total,2022,,1.849,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_2,Penetration > Life,2018,,0.546,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_2,Penetration > Life,2019,,0.553,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_2,Penetration > Life,2020,,0.583,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_2,Penetration > Life,2021,,0.569,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_2,Penetration > Life,2022,,0.509,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_3,Penetration > Non-Life,2018,,1.384,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_3,Penetration > Non-Life,2019,,1.381,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_3,Penetration > Non-Life,2020,,1.333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_3,Penetration > Non-Life,2021,,1.285,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IV_3,Penetration > Non-Life,2022,,1.34,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,V,Life insurance share,2018,,28.28,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,V,Life insurance share,2019,,28.591,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,V,Life insurance share,2021,,30.665,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,V,Life insurance share,2022,,27.508,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VI,Direct total gross premiums/Number of employees of insurance companies,2018,,172037.723,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VI,Direct total gross premiums/Number of employees of insurance companies,2019,,179804.069,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VI,Direct total gross premiums/Number of employees of insurance companies,2020,,206601.402,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VI,Direct total gross premiums/Number of employees of insurance companies,2021,,233164.963,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VI,Direct total gross premiums/Number of employees of insurance companies,2022,,277296.071,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_1,Retention ratio > Total,2018,,90.424,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_1,Retention ratio > Total,2019,,90.932,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_1,Retention ratio > Total,2020,,92.825,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_1,Retention ratio > Total,2021,,92.779,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_1,Retention ratio > Total,2022,,92.023,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_2,Retention ratio > Life,2018,,97.838,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_2,Retention ratio > Life,2019,,98.488,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_2,Retention ratio > Life,2020,,98.377,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_2,Retention ratio > Life,2021,,98.403,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_2,Retention ratio > Life,2022,,98.332,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_3,Retention ratio > Non-Life,2018,,87.501,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_3,Retention ratio > Non-Life,2019,,87.907,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_3,Retention ratio > Non-Life,2020,,90.395,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_3,Retention ratio > Non-Life,2021,,90.293,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VII_3,Retention ratio > Non-Life,2022,,89.629,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_1,Ratio of reinsurance accepted > Total,2018,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_1,Ratio of reinsurance accepted > Total,2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_1,Ratio of reinsurance accepted > Total,2020,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_1,Ratio of reinsurance accepted > Total,2021,,0.048,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_1,Ratio of reinsurance accepted > Total,2022,,0.057,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_2,Ratio of reinsurance accepted > Life,2018,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_2,Ratio of reinsurance accepted > Life,2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_2,Ratio of reinsurance accepted > Life,2020,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_2,Ratio of reinsurance accepted > Life,2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_2,Ratio of reinsurance accepted > Life,2022,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_3,Ratio of reinsurance accepted > Non-Life,2018,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_3,Ratio of reinsurance accepted > Non-Life,2020,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_3,Ratio of reinsurance accepted > Non-Life,2021,,0.069,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,VIII_3,Ratio of reinsurance accepted > Non-Life,2022,,0.078,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2018,,97.294,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,97.216,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2020,,97.235,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,LTU,Lithuania,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,97.125,,A,,PC,Percentage,0,Units,,
